User_ID,Age,Gender,Country,Preferred_Category,Time_Spent_Minutes,Subscribed_Channels,Most_Watched_Genre,Frequent_Keywords,Recommendation_Algorithm,Engagement_Rate,Premium_User,Devices_Used,Advertisement_Interaction,Satisfaction_Score,Video_On_Trending
1662,52,Female,Russia,Education,294,88,Sports,Science,Good,96.48645994052997,No,Laptop,Medium,4,No
1663,38,Female,Canada,Music,36,26,Technology,Science,Excellent,55.1863635834499,No,Mobile,High,2,Yes
1664,35,Male,Canada,Education,411,30,Fashion,Travel,Excellent,50.6757818023769,No,Smart TV,Medium,9,No
1665,56,Male,Germany,Music,369,34,Fashion,Science,Good,31.832521305626727,No,Tablet,High,4,Yes
1666,51,Male,Russia,Music,69,46,Technology,Cooking,Good,25.669067386606315,No,Tablet,Medium,4,Yes
1667,27,Female,Russia,Gaming,211,69,Fashion,Travel,Poor,2.0984981756284715,Yes,Laptop,Low,4,Yes
1668,61,Female,Canada,Education,590,5,Technology,Science,Excellent,27.295486764047116,No,Tablet,High,5,Yes
1669,16,Male,Russia,Education,379,61,Fashion,DIY,Fair,44.911044086525244,No,Tablet,Low,10,Yes
1670,41,Male,Canada,Music,542,83,Fashion,Travel,Poor,19.794978304895018,Yes,Laptop,Medium,8,No
1671,34,Female,Canada,Music,161,38,Comedy,Travel,Poor,8.734798848142923,Yes,Mobile,High,4,No
1672,37,Other,Canada,Education,111,28,Fashion,DIY,Fair,71.77278672546026,Yes,Mobile,Medium,3,No
1673,25,Male,United States,Music,455,26,Technology,DIY,Poor,89.46202690680671,No,Smart TV,Medium,1,No
1674,30,Female,Canada,Education,238,61,Fashion,DIY,Good,93.67720696870856,No,Laptop,Low,2,Yes
1675,45,Female,Germany,Education,134,23,Fashion,Cooking,Fair,61.799872849698936,Yes,Laptop,High,4,No
1676,28,Other,Russia,Entertainment,245,46,Sports,Travel,Fair,5.2774582599281805,No,Smart TV,Medium,9,No
1677,57,Female,United States,Music,171,30,Technology,Cooking,Excellent,74.08626299617734,Yes,Tablet,Low,1,No
1678,54,Female,Russia,Gaming,563,67,Fashion,Cooking,Fair,11.009530526188637,Yes,Mobile,Low,6,Yes
1679,56,Male,Germany,Education,362,92,Comedy,DIY,Poor,66.97481176878239,No,Smart TV,Low,6,Yes
1680,14,Male,United States,Music,77,33,Sports,Science,Excellent,77.93658357478758,Yes,Smart TV,Low,10,Yes
1681,47,Other,Russia,Music,182,3,Comedy,Cooking,Poor,72.58647108264728,No,Smart TV,Medium,3,Yes
1682,54,Other,United States,Music,568,69,Comedy,Science,Good,95.18838057611306,Yes,Mobile,Medium,10,Yes
1683,46,Female,Canada,Education,270,83,Sports,Science,Good,73.81462844673898,Yes,Tablet,Medium,9,No
1684,42,Male,Canada,Education,226,42,Comedy,DIY,Excellent,69.32097779818085,Yes,Mobile,High,10,Yes
1685,25,Other,Russia,Education,133,62,Technology,Science,Excellent,26.17431721831024,No,Laptop,High,3,No
1686,25,Other,Germany,Music,171,58,Technology,Cooking,Poor,92.47686864359017,Yes,Laptop,Low,1,No
1687,30,Other,United States,Gaming,210,57,Comedy,Science,Good,17.95438707941669,Yes,Smart TV,Medium,2,No
1688,44,Female,United States,Entertainment,463,1,Technology,Cooking,Excellent,90.48966114731265,Yes,Laptop,Low,4,Yes
1689,44,Male,Russia,Gaming,411,73,Fashion,DIY,Good,31.266254334591036,No,Mobile,Medium,4,No
1690,47,Other,Canada,Education,471,60,Fashion,Cooking,Good,13.016359387766874,No,Laptop,High,2,No
1691,51,Male,United States,Education,284,69,Fashion,Science,Good,82.66830272711707,No,Laptop,Low,10,Yes
1692,58,Other,Canada,Education,215,59,Comedy,Cooking,Poor,0.2495453600829145,No,Tablet,Medium,6,No
1693,64,Other,Canada,Gaming,49,46,Comedy,Science,Poor,83.20883176808307,No,Mobile,Medium,6,Yes
1694,41,Male,Germany,Gaming,282,34,Technology,Science,Good,26.23118420459759,Yes,Laptop,Medium,3,Yes
1695,61,Male,Canada,Education,102,97,Technology,DIY,Good,88.47212727556213,Yes,Mobile,Low,1,Yes
1696,41,Male,Canada,Entertainment,51,25,Technology,Science,Good,69.1479182241579,Yes,Laptop,High,10,No
1697,56,Female,United States,Entertainment,474,42,Comedy,Travel,Fair,66.61833328505901,Yes,Tablet,Medium,9,No
1698,28,Other,Germany,Music,388,29,Technology,Cooking,Fair,36.53195631648434,No,Laptop,Low,4,No
1699,56,Female,Germany,Gaming,116,25,Fashion,Travel,Poor,5.940297389077099,Yes,Smart TV,Medium,9,Yes
1700,59,Male,Russia,Entertainment,337,54,Fashion,Travel,Good,83.00730982055772,No,Tablet,Low,5,No
1701,22,Other,Russia,Education,74,73,Sports,Cooking,Fair,17.0903795176528,No,Laptop,High,7,No
1702,42,Female,Russia,Gaming,374,67,Sports,DIY,Excellent,37.225864189475224,No,Smart TV,Medium,3,Yes
1703,37,Other,Germany,Music,493,15,Sports,Cooking,Excellent,60.03546855090818,Yes,Laptop,Low,3,No
1704,51,Female,Canada,Music,33,4,Fashion,DIY,Good,48.22537385606217,No,Smart TV,Medium,8,No
1705,32,Male,Germany,Gaming,549,38,Comedy,Science,Fair,19.866063517131806,Yes,Tablet,Low,1,Yes
1706,17,Female,Canada,Education,71,20,Technology,Travel,Excellent,14.06163568822839,No,Laptop,High,8,Yes
1707,13,Other,Russia,Entertainment,500,23,Technology,Cooking,Poor,12.324627225029062,Yes,Mobile,High,8,No
1708,42,Other,Russia,Gaming,282,37,Comedy,Science,Excellent,86.3007881499201,Yes,Laptop,Low,3,No
1709,61,Other,Canada,Education,238,62,Sports,Cooking,Poor,3.1559549061333625,No,Mobile,High,1,Yes
1710,15,Other,Canada,Gaming,29,8,Comedy,Cooking,Excellent,97.70142595998944,No,Tablet,Medium,9,Yes
1711,57,Male,Russia,Music,12,37,Fashion,Science,Excellent,19.85286903854141,Yes,Mobile,High,4,Yes
1712,26,Female,Canada,Gaming,430,45,Comedy,Cooking,Fair,11.032229687907813,Yes,Smart TV,Medium,7,No
1713,42,Male,Germany,Education,316,97,Fashion,Science,Excellent,57.69716547767951,No,Mobile,High,9,Yes
1714,62,Male,Russia,Education,441,33,Fashion,Travel,Excellent,7.998595794069663,No,Tablet,High,3,No
1715,16,Male,Germany,Music,145,7,Sports,Science,Poor,60.245326316359495,No,Tablet,Medium,5,Yes
1716,30,Other,Russia,Education,524,22,Technology,Cooking,Poor,85.06266448136131,Yes,Mobile,High,10,No
1717,49,Other,United States,Education,202,5,Sports,Travel,Excellent,4.789802146742483,No,Smart TV,Medium,3,Yes
1718,37,Other,Germany,Music,594,15,Fashion,Travel,Good,79.98686045285442,Yes,Tablet,Medium,5,Yes
1719,60,Female,United States,Education,424,21,Sports,Science,Excellent,39.44774409821187,No,Laptop,High,2,No
1720,13,Other,Russia,Education,127,89,Technology,DIY,Excellent,15.949063383120999,No,Tablet,High,4,Yes
1721,58,Female,Germany,Gaming,218,17,Sports,Science,Fair,17.609648026745905,No,Laptop,Medium,2,Yes
1722,27,Other,Germany,Gaming,43,56,Fashion,DIY,Excellent,91.87645436942262,Yes,Mobile,Low,3,No
1723,21,Other,Germany,Gaming,327,50,Technology,Science,Excellent,11.060575194066447,Yes,Smart TV,High,5,No
1724,27,Male,Canada,Gaming,129,7,Sports,Travel,Poor,86.67827871156571,Yes,Laptop,High,9,Yes
1725,61,Male,Germany,Entertainment,534,50,Comedy,Science,Poor,54.42446209836146,Yes,Smart TV,Low,3,Yes
1726,36,Male,Germany,Gaming,590,60,Technology,DIY,Poor,3.905617881643908,No,Smart TV,Low,10,No
1727,16,Female,United States,Gaming,98,83,Sports,Cooking,Poor,46.44761457173383,No,Mobile,High,6,No
1728,24,Female,Germany,Gaming,521,7,Comedy,DIY,Excellent,81.74495144763007,No,Tablet,High,4,No
1729,49,Other,Canada,Music,56,40,Technology,Travel,Good,72.62027876391004,Yes,Tablet,High,4,No
1730,49,Female,Germany,Gaming,531,45,Comedy,Science,Fair,48.87824176847179,Yes,Tablet,Low,10,Yes
1731,55,Other,United States,Entertainment,293,59,Sports,Travel,Fair,86.00498796962171,No,Smart TV,High,10,Yes
1732,18,Female,Germany,Entertainment,386,88,Comedy,Cooking,Good,12.03647617802297,No,Tablet,Low,5,Yes
1733,51,Female,Germany,Entertainment,143,75,Comedy,Cooking,Good,90.99410533923688,Yes,Tablet,Low,7,No
1734,58,Female,United States,Education,257,55,Fashion,Cooking,Fair,84.64412084833488,Yes,Mobile,Medium,4,No
1735,36,Male,Russia,Music,327,64,Comedy,Science,Excellent,70.8276825657236,Yes,Tablet,Low,8,Yes
1736,23,Female,Germany,Gaming,445,65,Technology,DIY,Fair,81.78877421287493,Yes,Smart TV,Medium,9,No
1737,25,Male,Russia,Gaming,185,54,Comedy,Science,Good,54.3815506842666,No,Mobile,Low,9,No
1738,46,Male,United States,Education,595,96,Comedy,Travel,Excellent,67.51624290976669,Yes,Tablet,Low,9,Yes
1739,37,Female,United States,Music,360,40,Technology,Science,Fair,56.05980707077789,No,Laptop,Medium,2,Yes
1740,19,Other,Russia,Education,152,53,Sports,Travel,Excellent,35.54285305079493,No,Tablet,Medium,3,No
1741,64,Other,Canada,Entertainment,407,44,Sports,Science,Excellent,56.88607973611776,No,Smart TV,Medium,5,Yes
1742,16,Other,Canada,Education,378,63,Comedy,DIY,Good,25.74653325319257,Yes,Mobile,Medium,1,Yes
1743,20,Female,United States,Music,510,2,Technology,Cooking,Poor,44.027917084078524,No,Tablet,Medium,4,No
1744,32,Other,Canada,Education,379,79,Comedy,Science,Fair,28.07754072602432,No,Laptop,Medium,5,No
1745,41,Male,Canada,Music,588,21,Technology,DIY,Good,12.288778946138901,No,Tablet,Medium,9,No
1746,63,Other,United States,Education,391,88,Technology,Science,Fair,32.186185638990615,Yes,Mobile,Low,8,No
1747,57,Female,Germany,Music,95,50,Sports,Science,Poor,85.19872181847707,No,Mobile,Low,1,Yes
1748,58,Other,Germany,Gaming,469,81,Comedy,Cooking,Poor,38.10807706423057,No,Mobile,Medium,3,No
1749,22,Male,Germany,Entertainment,334,52,Comedy,Travel,Poor,74.8003648968869,No,Mobile,High,3,No
1750,55,Female,Canada,Music,531,9,Comedy,DIY,Poor,17.519785423816124,Yes,Mobile,Medium,6,Yes
1751,46,Other,Russia,Education,498,99,Comedy,Science,Fair,42.44191591676416,Yes,Smart TV,High,4,Yes
1752,38,Female,Canada,Education,406,20,Comedy,Cooking,Excellent,11.485606933517655,No,Laptop,Low,4,Yes
1753,53,Female,Germany,Entertainment,364,83,Comedy,Science,Excellent,13.862106336748969,No,Laptop,Low,1,No
1754,61,Female,United States,Gaming,297,18,Fashion,Science,Poor,61.74363798900691,Yes,Laptop,High,10,No
1755,15,Other,United States,Gaming,468,84,Comedy,Cooking,Poor,60.74818174490111,Yes,Smart TV,Low,4,Yes
1756,18,Female,United States,Gaming,545,30,Fashion,Science,Excellent,21.33719073548622,Yes,Mobile,Medium,1,No
1757,17,Other,Canada,Music,300,65,Fashion,Science,Good,47.44231942887986,No,Tablet,High,5,Yes
1758,17,Male,Russia,Entertainment,177,24,Fashion,DIY,Poor,86.3306166977948,Yes,Smart TV,High,3,No
1759,59,Other,Germany,Music,437,88,Comedy,DIY,Excellent,17.42015086764829,Yes,Mobile,Low,10,Yes
1760,35,Male,United States,Music,499,47,Technology,DIY,Good,1.9210533073514835,Yes,Smart TV,High,5,Yes
1761,61,Other,Germany,Music,364,83,Sports,Science,Excellent,65.19951406635724,Yes,Tablet,High,3,Yes
1762,21,Female,Germany,Music,205,94,Technology,Science,Good,5.3498208088684995,No,Tablet,High,5,Yes
1763,47,Other,Canada,Education,554,90,Technology,DIY,Fair,97.9940238572446,Yes,Laptop,Low,4,Yes
1764,32,Female,United States,Education,20,44,Comedy,Science,Good,60.9620283798881,No,Smart TV,High,9,Yes
1765,61,Male,Canada,Education,591,29,Technology,Cooking,Poor,47.03963528439723,Yes,Tablet,High,6,No
1766,54,Other,Germany,Music,265,77,Technology,Cooking,Good,42.999254002430675,No,Mobile,Medium,10,No
1767,47,Female,Germany,Gaming,405,68,Comedy,Science,Good,57.30706585169314,No,Laptop,Medium,2,Yes
1768,62,Male,Germany,Education,418,17,Comedy,Science,Poor,9.062443672021491,No,Tablet,High,1,No
1769,30,Male,United States,Entertainment,371,97,Sports,Travel,Fair,93.00190588194958,No,Laptop,Low,1,No
1770,29,Other,United States,Education,268,5,Sports,Cooking,Good,62.56420685518778,Yes,Mobile,High,1,No
1771,36,Male,United States,Music,12,92,Fashion,Science,Fair,18.397849761090878,No,Mobile,Low,9,No
1772,15,Female,Germany,Music,93,88,Sports,Travel,Excellent,56.25810537646628,No,Smart TV,Medium,5,Yes
1773,44,Male,Germany,Music,165,81,Comedy,Cooking,Excellent,13.325650583301163,No,Mobile,Medium,4,No
1774,47,Male,Russia,Education,185,50,Technology,Travel,Poor,1.7552717558312114,No,Mobile,High,10,No
1775,50,Female,United States,Gaming,481,40,Comedy,DIY,Fair,63.0516985213998,No,Mobile,Low,5,No
1776,25,Male,Germany,Music,433,46,Comedy,Travel,Poor,64.84833418701278,Yes,Laptop,Low,9,Yes
1777,59,Male,Germany,Entertainment,143,51,Technology,DIY,Poor,58.369658280341554,No,Mobile,Low,3,Yes
1778,37,Male,Russia,Music,389,11,Sports,Science,Good,18.348320436002307,No,Laptop,High,3,No
1779,21,Male,Russia,Gaming,286,12,Technology,Science,Excellent,60.342985849476705,No,Tablet,Low,2,No
1780,16,Female,Germany,Gaming,245,13,Comedy,Cooking,Poor,5.651094092451981,No,Tablet,Medium,8,No
1781,26,Male,United States,Gaming,22,64,Sports,Travel,Good,60.92383555719223,No,Laptop,Low,7,No
1782,49,Female,Canada,Music,351,8,Comedy,Travel,Good,55.40170191076188,Yes,Laptop,Low,2,No
1783,46,Male,Canada,Entertainment,44,65,Comedy,Science,Fair,65.52548308390995,Yes,Mobile,High,4,Yes
1784,23,Male,Canada,Entertainment,568,9,Sports,Cooking,Excellent,89.54756057523939,Yes,Mobile,High,7,Yes
1785,53,Male,United States,Music,223,92,Technology,Science,Fair,85.03581052395366,No,Laptop,High,1,No
1786,15,Male,Germany,Education,421,2,Fashion,Cooking,Fair,98.06541915625388,No,Smart TV,High,1,No
1787,40,Female,Canada,Education,414,78,Sports,Travel,Poor,97.6241032936575,Yes,Smart TV,High,8,No
1788,41,Female,Canada,Entertainment,503,13,Comedy,DIY,Fair,77.23196933737526,No,Smart TV,Low,6,Yes
1789,21,Female,United States,Education,168,2,Comedy,Cooking,Poor,95.6419622177728,Yes,Tablet,Low,2,Yes
1790,15,Other,Germany,Education,119,68,Sports,Travel,Fair,86.7283885889112,No,Mobile,High,10,No
1791,37,Male,Germany,Entertainment,558,76,Comedy,Cooking,Good,72.75824498949729,No,Laptop,High,10,Yes
1792,46,Male,United States,Education,535,48,Fashion,DIY,Excellent,7.5384254643755195,No,Tablet,Low,1,No
1793,24,Female,Canada,Education,356,74,Sports,DIY,Excellent,4.9049888269887765,Yes,Tablet,High,3,Yes
1794,54,Other,Germany,Music,288,3,Comedy,Science,Excellent,83.75995675057702,Yes,Mobile,Medium,4,Yes
1795,21,Male,Germany,Education,488,68,Fashion,DIY,Good,48.96558578716983,Yes,Laptop,Low,5,Yes
1796,27,Female,Canada,Entertainment,120,6,Comedy,DIY,Good,81.46066843749209,Yes,Smart TV,Medium,10,Yes
1797,52,Male,United States,Music,440,87,Sports,Science,Fair,31.291827065521936,Yes,Mobile,Low,3,Yes
1798,37,Male,Canada,Entertainment,551,5,Technology,DIY,Fair,39.76498583230128,Yes,Tablet,Low,5,Yes
1799,17,Female,Russia,Music,124,3,Fashion,Science,Fair,70.01867210119319,No,Tablet,Low,7,No
1800,23,Female,Germany,Entertainment,99,10,Sports,Cooking,Fair,91.53267369320932,Yes,Tablet,Low,9,No
1801,46,Male,United States,Gaming,221,43,Sports,Travel,Excellent,8.776147447888594,Yes,Tablet,Low,5,No
1802,36,Male,Canada,Music,559,19,Sports,Science,Fair,86.14781446346062,Yes,Smart TV,Low,4,No
1803,27,Female,Canada,Music,548,14,Technology,Cooking,Good,79.30127248793653,Yes,Laptop,Low,10,No
1804,50,Male,United States,Music,369,21,Comedy,DIY,Good,31.553927072985466,No,Smart TV,High,9,No
1805,20,Male,Germany,Entertainment,495,43,Technology,Cooking,Good,35.52166141315596,Yes,Tablet,High,8,No
1806,17,Female,United States,Gaming,381,28,Sports,Science,Poor,4.646147722190963,Yes,Laptop,High,5,No
1807,60,Male,Russia,Music,224,21,Fashion,Science,Poor,1.5740611116717984,Yes,Mobile,Medium,9,No
1808,38,Male,United States,Gaming,24,36,Comedy,Science,Poor,47.70061263577291,Yes,Mobile,Low,9,Yes
1809,30,Other,Russia,Education,268,24,Technology,Science,Fair,9.553964549731052,No,Smart TV,High,1,No
1810,18,Female,Germany,Music,472,54,Fashion,Cooking,Excellent,19.4001814415213,No,Mobile,High,6,No
1811,49,Other,Canada,Education,129,38,Sports,Travel,Excellent,84.67671995266636,No,Tablet,High,5,Yes
1812,60,Other,Russia,Music,137,17,Fashion,Travel,Fair,57.10283912504524,Yes,Laptop,Low,6,No
1813,25,Other,Russia,Gaming,532,22,Fashion,Cooking,Fair,63.36324372661134,Yes,Laptop,Low,10,No
1814,40,Male,United States,Education,334,83,Sports,Travel,Poor,18.747933083192002,Yes,Smart TV,Medium,3,Yes
1815,17,Male,United States,Entertainment,329,45,Technology,DIY,Good,82.86618044544196,No,Laptop,Medium,3,Yes
1816,25,Other,Canada,Music,515,74,Sports,Cooking,Good,86.79797724397476,No,Mobile,Low,10,Yes
1817,29,Other,Germany,Music,535,61,Fashion,Cooking,Poor,52.33275937130434,Yes,Smart TV,Medium,5,No
1818,62,Other,Russia,Gaming,59,11,Sports,Cooking,Poor,91.25577718786599,Yes,Tablet,High,7,No
1819,52,Male,Canada,Entertainment,593,61,Comedy,Travel,Excellent,84.48286249545816,Yes,Smart TV,Medium,4,No
1820,57,Other,Russia,Music,78,38,Comedy,Cooking,Poor,73.1324176674438,No,Mobile,High,6,No
1821,44,Other,Canada,Education,400,66,Fashion,Cooking,Good,73.40759156936286,Yes,Mobile,Medium,5,No
1822,41,Female,United States,Entertainment,392,33,Sports,Science,Good,10.53934739508633,No,Mobile,High,2,No
1823,63,Female,United States,Entertainment,25,43,Fashion,Science,Fair,27.08360376956658,No,Smart TV,Medium,1,No
1824,15,Male,Germany,Gaming,448,31,Sports,Travel,Excellent,6.684721981767606,No,Smart TV,Medium,6,No
1825,52,Female,United States,Education,577,35,Comedy,Science,Fair,0.8681209226308662,No,Laptop,Low,5,No
1826,46,Female,Canada,Education,141,37,Comedy,DIY,Excellent,15.830953138391013,Yes,Smart TV,Low,9,No
1827,52,Female,Russia,Music,569,47,Fashion,Science,Fair,88.048718264694,No,Tablet,High,7,Yes
1828,39,Male,Canada,Music,257,23,Comedy,Science,Excellent,23.98740590360515,Yes,Smart TV,Low,1,No
1829,25,Female,Germany,Entertainment,282,36,Fashion,Cooking,Poor,97.01539625917218,No,Laptop,High,10,Yes
1830,57,Male,United States,Entertainment,358,40,Technology,DIY,Good,59.72909995612061,Yes,Tablet,Low,6,No
1831,45,Other,United States,Gaming,493,90,Fashion,DIY,Poor,23.72584876346904,No,Tablet,Low,7,Yes
1832,18,Female,Russia,Entertainment,559,89,Sports,Science,Excellent,49.71308034842128,No,Smart TV,High,3,No
1833,36,Male,Germany,Gaming,366,81,Sports,Travel,Excellent,21.909482270011537,No,Laptop,Medium,9,No
1834,31,Female,Germany,Gaming,327,15,Sports,Cooking,Fair,98.39735581823739,Yes,Laptop,High,2,Yes
1835,28,Other,United States,Education,57,37,Fashion,Travel,Excellent,84.72649839049639,No,Tablet,High,1,Yes
1836,52,Male,Germany,Education,19,4,Technology,Travel,Poor,2.6238788782329103,No,Tablet,High,10,Yes
1837,40,Male,Canada,Entertainment,242,22,Fashion,Travel,Excellent,94.77760314674711,No,Laptop,Low,10,Yes
1838,45,Male,Germany,Entertainment,45,81,Fashion,DIY,Excellent,72.10651073028873,No,Mobile,Low,9,Yes
1839,60,Other,Canada,Education,422,22,Technology,Travel,Fair,8.238125202127833,Yes,Mobile,Low,7,Yes
1840,53,Other,Canada,Entertainment,471,81,Comedy,Travel,Excellent,67.06377463264455,Yes,Smart TV,High,10,No
1841,25,Other,Canada,Education,13,78,Comedy,DIY,Fair,64.69266979656855,Yes,Laptop,Medium,1,No
1842,55,Male,United States,Music,53,78,Comedy,Science,Good,21.878874580758346,Yes,Tablet,Medium,4,Yes
1843,57,Other,Canada,Entertainment,577,17,Comedy,DIY,Fair,75.84467000075756,No,Mobile,High,10,No
1844,37,Female,Russia,Gaming,563,72,Comedy,DIY,Excellent,8.706470331296712,No,Tablet,High,3,No
1845,54,Other,Germany,Music,264,98,Technology,Science,Good,48.94451812312478,No,Tablet,Medium,7,Yes
1846,48,Male,Canada,Music,123,90,Technology,Travel,Excellent,0.9923207163087922,Yes,Laptop,Low,5,No
1847,39,Female,Russia,Entertainment,406,94,Fashion,Travel,Fair,96.87374888947464,No,Tablet,High,9,No
1848,50,Other,United States,Education,183,86,Comedy,Science,Poor,75.15636317769093,Yes,Laptop,Medium,3,Yes
1849,19,Female,United States,Gaming,264,80,Sports,Travel,Good,15.885207615965601,Yes,Tablet,Medium,6,Yes
1850,17,Female,United States,Education,475,94,Technology,Science,Poor,34.167403995128296,Yes,Mobile,Medium,10,No
1851,55,Male,United States,Entertainment,286,80,Technology,DIY,Poor,16.05623778081763,No,Laptop,Low,2,No
1852,57,Female,Germany,Education,473,38,Comedy,Travel,Good,76.66174641293146,No,Tablet,Medium,3,Yes
1853,63,Female,United States,Entertainment,511,24,Sports,Travel,Poor,5.889632542771517,No,Smart TV,Medium,4,Yes
1854,43,Male,Germany,Entertainment,450,99,Sports,Cooking,Poor,84.04066555637142,Yes,Smart TV,Medium,6,No
1855,35,Male,Russia,Gaming,78,6,Technology,Travel,Poor,94.21963388357298,No,Smart TV,High,1,No
1856,54,Male,United States,Entertainment,518,68,Fashion,Cooking,Poor,67.66279428063,No,Smart TV,High,6,Yes
1857,22,Female,United States,Gaming,335,82,Sports,Travel,Good,21.296545000143418,Yes,Mobile,High,4,Yes
1858,44,Female,Russia,Music,76,6,Fashion,Cooking,Excellent,36.00900958135508,No,Mobile,Medium,8,No
1859,55,Female,Russia,Education,313,26,Comedy,Science,Poor,47.72398748089313,No,Smart TV,Medium,9,Yes
1860,42,Male,Germany,Entertainment,493,91,Comedy,Travel,Good,60.462477220225374,Yes,Tablet,Low,8,Yes
1861,51,Other,Canada,Education,557,41,Comedy,Science,Good,66.86630898116874,Yes,Mobile,Medium,8,No
1862,43,Female,Germany,Education,426,75,Fashion,Cooking,Good,55.42147153188828,No,Smart TV,Low,2,Yes
1863,30,Other,Canada,Gaming,168,38,Technology,Cooking,Good,35.13139208218558,Yes,Mobile,Medium,10,Yes
1864,48,Male,Germany,Education,158,80,Fashion,Cooking,Fair,89.09172805649031,No,Mobile,Low,2,Yes
1865,14,Female,Canada,Education,36,83,Comedy,Cooking,Excellent,8.139205801795823,No,Tablet,High,6,Yes
1866,26,Other,United States,Education,593,43,Sports,DIY,Excellent,46.6256054243495,Yes,Tablet,Medium,5,Yes
1867,25,Female,Canada,Entertainment,257,53,Technology,Science,Poor,77.55648384674807,Yes,Laptop,Low,6,Yes
1868,41,Female,Russia,Education,110,15,Fashion,Cooking,Good,6.08726652914009,Yes,Tablet,High,9,No
1869,24,Female,Russia,Music,105,90,Sports,Travel,Fair,70.53352168113011,Yes,Smart TV,High,10,Yes
1870,51,Other,Canada,Gaming,393,56,Sports,Cooking,Good,81.9711622753325,No,Laptop,Medium,7,Yes
1871,14,Male,United States,Music,291,56,Comedy,Science,Poor,66.08312985270523,Yes,Smart TV,Low,5,No
1872,44,Female,United States,Gaming,331,31,Comedy,DIY,Excellent,1.2936892275355993,Yes,Tablet,Low,10,No
1873,25,Male,Canada,Education,405,83,Sports,Science,Poor,18.013702713220624,Yes,Tablet,Low,7,No
1874,58,Male,Canada,Gaming,287,57,Technology,Travel,Poor,34.211307889195076,Yes,Mobile,High,8,Yes
1875,39,Other,Russia,Entertainment,538,51,Fashion,DIY,Poor,23.36900356380459,No,Smart TV,Low,1,No
1876,61,Other,Russia,Entertainment,272,24,Technology,Science,Poor,96.26521402274274,Yes,Laptop,High,10,No
1877,53,Male,Germany,Music,589,58,Technology,Cooking,Poor,65.15939141137936,Yes,Tablet,Low,7,No
1878,29,Female,United States,Entertainment,302,73,Fashion,Travel,Poor,29.69709573515703,No,Laptop,High,4,Yes
1879,52,Other,United States,Education,303,87,Fashion,Travel,Poor,92.96974986654456,Yes,Tablet,Medium,5,No
1880,43,Female,United States,Music,404,4,Fashion,DIY,Excellent,74.0594199476187,No,Tablet,High,2,Yes
1881,46,Female,Germany,Music,522,10,Technology,Science,Excellent,28.460721182704198,No,Mobile,Low,10,Yes
1882,36,Female,Germany,Music,189,63,Technology,Travel,Good,37.888156940195536,No,Laptop,High,5,No
1883,57,Male,Russia,Entertainment,244,73,Fashion,DIY,Good,19.942885830395674,No,Tablet,Low,9,Yes
1884,47,Female,Russia,Gaming,346,83,Sports,Cooking,Fair,97.10739982658218,Yes,Tablet,Medium,1,Yes
1885,60,Male,Canada,Entertainment,17,15,Sports,Cooking,Fair,51.72964958900732,No,Mobile,High,3,Yes
1886,18,Male,Germany,Music,452,98,Fashion,DIY,Excellent,89.60566874979847,Yes,Tablet,Medium,4,Yes
1887,31,Female,Germany,Gaming,548,63,Technology,Science,Excellent,34.64997710168477,No,Mobile,High,9,Yes
1888,42,Female,Germany,Music,100,19,Fashion,Cooking,Fair,86.08416030974757,No,Mobile,High,2,No
1889,19,Female,United States,Music,281,63,Comedy,Cooking,Excellent,5.388684842716396,Yes,Mobile,Medium,7,Yes
1890,22,Female,Russia,Gaming,14,56,Sports,DIY,Fair,98.2090317524288,Yes,Tablet,Medium,9,Yes
1891,53,Male,Canada,Gaming,228,21,Sports,Science,Good,91.20343670333027,No,Mobile,High,10,Yes
1892,44,Female,Germany,Music,127,34,Sports,Cooking,Excellent,36.32029447766549,Yes,Laptop,High,4,Yes
1893,46,Female,Germany,Music,591,17,Fashion,Science,Excellent,77.47221653145773,No,Laptop,High,5,No
1894,40,Male,Germany,Entertainment,124,18,Comedy,DIY,Fair,75.2257926473826,Yes,Laptop,Medium,10,No
1895,27,Other,United States,Entertainment,272,81,Sports,Science,Poor,90.12547971029316,No,Laptop,Low,4,Yes
1896,42,Other,Canada,Entertainment,315,66,Comedy,Science,Poor,30.725498112881112,Yes,Mobile,Medium,7,Yes
1897,49,Male,Canada,Education,431,51,Technology,Travel,Good,46.55200053141495,Yes,Smart TV,High,8,No
1898,41,Other,Germany,Music,216,65,Technology,Cooking,Excellent,86.4999612606053,No,Tablet,High,8,Yes
1899,34,Male,Canada,Entertainment,312,43,Sports,Cooking,Excellent,77.8579454135216,No,Tablet,Medium,3,Yes
1900,16,Female,United States,Music,121,57,Technology,Cooking,Fair,39.34667187402792,No,Smart TV,High,2,No
1901,32,Female,Germany,Education,426,10,Fashion,Science,Poor,84.5725232912122,Yes,Smart TV,High,6,No
1902,44,Other,Russia,Entertainment,564,37,Technology,DIY,Poor,4.695403923240149,Yes,Tablet,High,1,Yes
1903,48,Female,Russia,Entertainment,294,48,Fashion,Science,Good,78.20463029629902,No,Tablet,High,9,No
1904,62,Other,Canada,Music,194,69,Technology,Cooking,Poor,20.676585943370064,Yes,Smart TV,High,7,Yes
1905,16,Other,Russia,Music,230,56,Comedy,Cooking,Poor,28.61209078237872,No,Laptop,Low,8,Yes
1906,39,Female,Russia,Gaming,453,76,Technology,Cooking,Poor,49.32148435955936,Yes,Mobile,Medium,7,Yes
