Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Climate Resilient Agriculture Scheme,Healthcare,4727,1,2,2,3,The education scheme needs improvement in terms of infrastructure.,Salem,61+,Female,Professional,Postgraduate,Low,Rural,3,5,3,2028-08-15,Phone
Uzhavar Naal Scheme,Social Welfare,1204,2,4,1,5,Good initiative but awareness needs to be increased.,Chennai,61+,Female,Unemployed,Graduate,Medium,Urban,5,3,2,2028-08-16,Online
Free Laptop Scheme,Agriculture,199,1,5,1,1,The education scheme needs improvement in terms of infrastructure.,Trichy,41-50,Female,Unemployed,Graduate,Low,Urban,3,5,3,2028-08-17,Phone
Free Laptop Scheme,Women Empowerment,4225,3,1,5,5,The agricultural scheme provided necessary aid in tough times.,Chennai,31-40,Other,Professional,Graduate,Low,Urban,5,5,5,2028-08-18,Online
Kalaignar Health Insurance,Education,1880,4,3,5,3,The scheme has significantly helped in accessing healthcare facilities.,Trichy,31-40,Female,Student,Graduate,Medium,Rural,2,4,3,2028-08-19,Online
Pensión de Viudedad,Education,500,3,1,4,5,The women empowerment scheme needs more promotion in rural areas.,Salem,18-30,Male,Business,Graduate,Low,Urban,5,3,3,2028-08-20,Online
Climate Resilient Agriculture Scheme,Healthcare,1124,4,1,2,2,The agricultural scheme provided necessary aid in tough times.,Salem,18-30,Female,Homemaker,High School,Low,Urban,2,1,5,2028-08-21,In-person
Organic Farming Mission,Agriculture,3934,5,4,3,4,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,18-30,Female,Unemployed,Graduate,Medium,Urban,2,5,3,2028-08-22,In-person
Organic Farming Mission,Education,2851,3,1,2,4,The education scheme needs improvement in terms of infrastructure.,Trichy,41-50,Female,Homemaker,Postgraduate,Low,Urban,4,1,4,2028-08-23,Online
Free DTH Scheme,Agriculture,568,3,1,5,2,The scheme has significantly helped in accessing healthcare facilities.,Madurai,51-60,Female,Professional,Graduate,Low,Urban,3,5,1,2028-08-24,In-person
Free Laptop Scheme,Education,4470,1,3,3,2,The education scheme needs improvement in terms of infrastructure.,Coimbatore,18-30,Other,Unemployed,High School,Medium,Urban,5,4,1,2028-08-25,Online
Pensión de Viudedad,Education,4378,1,1,1,3,Good initiative but awareness needs to be increased.,Chennai,41-50,Female,Homemaker,Graduate,High,Urban,3,4,4,2028-08-26,In-person
Pensión de Viudedad,Women Empowerment,3306,2,2,2,5,The women empowerment scheme needs more promotion in rural areas.,Chennai,18-30,Male,Professional,Doctorate,Low,Rural,4,1,5,2028-08-27,In-person
Wage Protection Scheme,Healthcare,3233,1,2,2,4,The agricultural scheme provided necessary aid in tough times.,Trichy,18-30,Male,Student,Graduate,Low,Rural,4,2,3,2028-08-28,In-person
Wage Protection Scheme,Education,222,3,1,1,3,Satisfied with the welfare program; could improve ease of access.,Trichy,51-60,Male,Homemaker,Postgraduate,Low,Urban,4,1,3,2028-08-29,Online
Wage Protection Scheme,Healthcare,1245,1,3,5,3,The agricultural scheme provided necessary aid in tough times.,Madurai,61+,Male,Homemaker,High School,Low,Rural,2,5,2,2028-08-30,Online
Organic Farming Mission,Social Welfare,1701,5,3,3,2,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,61+,Male,Unemployed,Graduate,Low,Urban,4,1,2,2028-08-31,Phone
Transgender Welfare Board,Social Welfare,1174,1,4,3,1,The women empowerment scheme needs more promotion in rural areas.,Trichy,31-40,Male,Homemaker,Postgraduate,High,Rural,2,1,2,2028-09-01,Online
Uzhavar Naal Scheme,Social Welfare,1038,4,2,5,2,Good initiative but awareness needs to be increased.,Coimbatore,31-40,Male,Student,Postgraduate,Medium,Urban,4,3,4,2028-09-02,Phone
Wage Protection Scheme,Healthcare,1490,1,5,4,3,Good initiative but awareness needs to be increased.,Coimbatore,41-50,Male,Homemaker,Postgraduate,Low,Urban,3,5,2,2028-09-03,Phone
Uzhavar Naal Scheme,Social Welfare,2118,3,5,4,4,Good initiative but awareness needs to be increased.,Trichy,61+,Male,Professional,Graduate,Medium,Urban,5,5,3,2028-09-04,In-person
Uzhavar Naal Scheme,Healthcare,979,5,2,2,1,Satisfied with the welfare program; could improve ease of access.,Coimbatore,18-30,Male,Student,Doctorate,Medium,Urban,1,2,2,2028-09-05,Online
Nehru Trophy for School Education,Agriculture,3554,1,2,5,1,The scheme has significantly helped in accessing healthcare facilities.,Chennai,61+,Female,Professional,Postgraduate,Medium,Urban,5,5,3,2028-09-06,In-person
Kalaignar Health Insurance,Healthcare,3423,5,3,4,5,The agricultural scheme provided necessary aid in tough times.,Trichy,18-30,Male,Student,Postgraduate,Low,Urban,1,2,3,2028-09-07,Online
Amma Free Clinics,Social Welfare,4899,4,2,1,3,The agricultural scheme provided necessary aid in tough times.,Chennai,31-40,Other,Unemployed,Postgraduate,Medium,Rural,5,3,4,2028-09-08,Phone
Organic Farming Mission,Social Welfare,4257,3,3,1,2,The women empowerment scheme needs more promotion in rural areas.,Chennai,31-40,Male,Professional,Graduate,High,Rural,1,1,4,2028-09-09,Online
Kalaignar Health Insurance,Education,2625,5,3,3,5,The education scheme needs improvement in terms of infrastructure.,Coimbatore,51-60,Male,Professional,High School,High,Urban,1,4,1,2028-09-10,In-person
Wage Protection Scheme,Social Welfare,3092,5,5,1,4,Good initiative but awareness needs to be increased.,Trichy,51-60,Female,Professional,Doctorate,Low,Urban,1,4,3,2028-09-11,Phone
Pensión de Viudedad,Healthcare,3935,1,4,5,4,Satisfied with the welfare program; could improve ease of access.,Trichy,51-60,Female,Unemployed,Postgraduate,Low,Urban,5,5,2,2028-09-12,In-person
Free Laptop Scheme,Social Welfare,4621,5,2,4,3,The agricultural scheme provided necessary aid in tough times.,Salem,18-30,Male,Business,High School,Medium,Urban,5,3,4,2028-09-13,In-person
Climate Resilient Agriculture Scheme,Education,661,4,4,4,1,The agricultural scheme provided necessary aid in tough times.,Salem,18-30,Female,Unemployed,Doctorate,Low,Urban,3,5,5,2028-09-14,Online
Uzhavar Naal Scheme,Women Empowerment,1670,3,1,4,5,The women empowerment scheme needs more promotion in rural areas.,Madurai,61+,Female,Professional,Doctorate,Medium,Urban,4,3,1,2028-09-15,In-person
Organic Farming Mission,Education,434,4,5,2,4,The women empowerment scheme needs more promotion in rural areas.,Madurai,51-60,Female,Homemaker,Graduate,Medium,Urban,4,4,3,2028-09-16,Online
Uzhavar Naal Scheme,Agriculture,1423,1,2,3,2,Satisfied with the welfare program; could improve ease of access.,Madurai,61+,Female,Student,Postgraduate,Low,Urban,2,1,3,2028-09-17,Online
Pensión de Viudedad,Education,4658,4,2,1,3,The education scheme needs improvement in terms of infrastructure.,Chennai,51-60,Female,Business,Doctorate,Low,Rural,1,2,5,2028-09-18,Phone
Kalaignar Health Insurance,Women Empowerment,3521,3,4,1,2,Satisfied with the welfare program; could improve ease of access.,Chennai,18-30,Female,Homemaker,Postgraduate,Low,Urban,4,1,4,2028-09-19,Phone
Pensión de Viudedad,Agriculture,1310,1,1,5,1,Good initiative but awareness needs to be increased.,Chennai,51-60,Male,Unemployed,Graduate,Low,Urban,1,3,5,2028-09-20,Online
Kalaignar Health Insurance,Education,208,3,3,2,2,Good initiative but awareness needs to be increased.,Trichy,61+,Female,Business,High School,Medium,Rural,1,1,3,2028-09-21,Phone
Free Laptop Scheme,Education,518,5,4,5,5,The women empowerment scheme needs more promotion in rural areas.,Chennai,31-40,Female,Student,Graduate,Medium,Urban,4,2,3,2028-09-22,Phone
Wage Protection Scheme,Agriculture,4980,5,5,3,3,The women empowerment scheme needs more promotion in rural areas.,Salem,18-30,Female,Student,Doctorate,Medium,Urban,1,3,5,2028-09-23,Phone
Pensión de Viudedad,Education,981,1,1,3,4,Satisfied with the welfare program; could improve ease of access.,Madurai,18-30,Female,Unemployed,Graduate,Low,Urban,4,5,3,2028-09-24,Online
Organic Farming Mission,Healthcare,4224,3,4,4,5,Good initiative but awareness needs to be increased.,Madurai,18-30,Male,Unemployed,Postgraduate,Low,Urban,4,3,5,2028-09-25,Phone
Ennum Ezhuthum,Women Empowerment,4377,1,2,1,3,The scheme has significantly helped in accessing healthcare facilities.,Chennai,18-30,Male,Professional,High School,Low,Urban,1,3,5,2028-09-26,Online
Tamil Nadu Startup and Innovation Mission,Women Empowerment,1174,3,4,1,4,The scheme has significantly helped in accessing healthcare facilities.,Madurai,41-50,Female,Professional,Graduate,High,Urban,1,1,1,2028-09-27,Online
Wage Protection Scheme,Women Empowerment,3882,5,5,5,2,Good initiative but awareness needs to be increased.,Chennai,18-30,Male,Professional,Postgraduate,Medium,Rural,1,3,4,2028-09-28,In-person
Pensión de Viudedad,Healthcare,2819,1,5,4,4,The education scheme needs improvement in terms of infrastructure.,Salem,18-30,Other,Student,Postgraduate,Medium,Rural,5,1,2,2028-09-29,Online
Pensión de Viudedad,Women Empowerment,4967,4,5,4,1,Satisfied with the welfare program; could improve ease of access.,Salem,61+,Other,Professional,Postgraduate,Low,Rural,2,1,3,2028-09-30,Online
Free DTH Scheme,Women Empowerment,2538,5,4,1,4,The agricultural scheme provided necessary aid in tough times.,Salem,51-60,Female,Student,High School,Low,Urban,2,1,5,2028-10-01,Online
Climate Resilient Agriculture Scheme,Women Empowerment,4070,4,5,3,4,The agricultural scheme provided necessary aid in tough times.,Chennai,61+,Male,Business,Graduate,Medium,Rural,1,2,2,2028-10-02,In-person
Pensión de Viudedad,Women Empowerment,646,2,3,5,3,Good initiative but awareness needs to be increased.,Chennai,41-50,Other,Professional,Graduate,Medium,Urban,1,5,3,2028-10-03,Online
Wage Protection Scheme,Agriculture,286,1,5,1,3,The women empowerment scheme needs more promotion in rural areas.,Chennai,61+,Female,Professional,High School,Medium,Urban,5,2,1,2028-10-04,In-person
Organic Farming Mission,Social Welfare,924,3,1,1,5,The scheme has significantly helped in accessing healthcare facilities.,Madurai,51-60,Other,Unemployed,Doctorate,High,Urban,2,5,5,2028-10-05,Phone
Kalaignar Health Insurance,Agriculture,3916,5,2,3,5,The women empowerment scheme needs more promotion in rural areas.,Trichy,51-60,Other,Homemaker,Graduate,Medium,Rural,1,4,5,2028-10-06,Online
Pensión de Viudedad,Healthcare,375,5,4,5,3,The scheme has significantly helped in accessing healthcare facilities.,Chennai,31-40,Female,Student,Postgraduate,Low,Urban,2,3,3,2028-10-07,Online
Wage Protection Scheme,Education,81,5,4,2,5,The scheme has significantly helped in accessing healthcare facilities.,Madurai,31-40,Other,Professional,Doctorate,High,Rural,4,2,2,2028-10-08,Online
Organic Farming Mission,Women Empowerment,3961,1,5,1,3,The women empowerment scheme needs more promotion in rural areas.,Trichy,61+,Female,Unemployed,High School,Low,Rural,4,1,1,2028-10-09,Phone
Free Sanitary Napkin Scheme,Education,3681,4,4,4,4,The agricultural scheme provided necessary aid in tough times.,Coimbatore,41-50,Male,Unemployed,Doctorate,Low,Rural,1,2,3,2028-10-10,In-person
Kalaignar Health Insurance,Social Welfare,1817,3,4,2,1,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,61+,Male,Homemaker,Postgraduate,High,Urban,5,4,1,2028-10-11,Online
Ennum Ezhuthum,Agriculture,4506,3,1,2,2,Satisfied with the welfare program; could improve ease of access.,Madurai,31-40,Female,Student,Graduate,Medium,Rural,2,4,3,2028-10-12,Online
Kalaignar Health Insurance,Education,3135,3,4,4,5,The education scheme needs improvement in terms of infrastructure.,Salem,61+,Other,Professional,Doctorate,Low,Urban,2,2,1,2028-10-13,Phone
Amma Unavagam Scheme,Education,3677,2,2,1,1,The education scheme needs improvement in terms of infrastructure.,Coimbatore,18-30,Other,Unemployed,High School,Low,Rural,2,2,1,2028-10-14,Online
Nehru Trophy for School Education,Education,4903,3,4,3,4,The agricultural scheme provided necessary aid in tough times.,Coimbatore,18-30,Female,Unemployed,Postgraduate,High,Urban,1,2,2,2028-10-15,Phone
Nehru Trophy for School Education,Agriculture,1782,1,1,4,4,Satisfied with the welfare program; could improve ease of access.,Salem,51-60,Male,Business,Postgraduate,Medium,Rural,2,1,2,2028-10-16,In-person
Organic Farming Mission,Agriculture,3423,2,3,3,5,The agricultural scheme provided necessary aid in tough times.,Coimbatore,61+,Male,Student,Postgraduate,Medium,Urban,1,3,1,2028-10-17,Online
Free Laptop Scheme,Social Welfare,4031,4,3,5,2,Satisfied with the welfare program; could improve ease of access.,Salem,41-50,Other,Business,Postgraduate,High,Rural,3,5,4,2028-10-18,Phone
Organic Farming Mission,Women Empowerment,1315,5,4,3,1,The education scheme needs improvement in terms of infrastructure.,Chennai,51-60,Male,Homemaker,Doctorate,Low,Urban,5,1,3,2028-10-19,Online
Wage Protection Scheme,Education,3026,4,1,3,3,The agricultural scheme provided necessary aid in tough times.,Trichy,41-50,Other,Student,High School,Low,Urban,1,5,5,2028-10-20,Phone
Nehru Trophy for School Education,Agriculture,4686,2,3,5,5,The women empowerment scheme needs more promotion in rural areas.,Trichy,31-40,Male,Unemployed,High School,High,Urban,5,3,5,2028-10-21,In-person
Free Laptop Scheme,Education,2003,2,1,4,5,The education scheme needs improvement in terms of infrastructure.,Trichy,61+,Male,Business,Doctorate,High,Urban,3,3,3,2028-10-22,Online
Uzhavar Naal Scheme,Education,1670,5,3,4,2,The scheme has significantly helped in accessing healthcare facilities.,Chennai,51-60,Female,Unemployed,High School,Low,Rural,3,5,3,2028-10-23,In-person
Organic Farming Mission,Women Empowerment,3140,4,1,3,4,The women empowerment scheme needs more promotion in rural areas.,Madurai,31-40,Female,Homemaker,Graduate,High,Urban,3,2,5,2028-10-24,Phone
Uzhavar Naal Scheme,Healthcare,3495,2,4,1,1,Good initiative but awareness needs to be increased.,Chennai,18-30,Male,Professional,High School,Low,Urban,2,5,2,2028-10-25,Online
Pensión de Viudedad,Healthcare,4851,4,3,5,5,Good initiative but awareness needs to be increased.,Chennai,18-30,Female,Professional,High School,Low,Urban,3,3,4,2028-10-26,In-person
Free DTH Scheme,Education,1237,1,5,2,1,The scheme has significantly helped in accessing healthcare facilities.,Trichy,18-30,Male,Homemaker,High School,Low,Urban,4,3,2,2028-10-27,Phone
Pensión de Viudedad,Healthcare,3398,4,4,1,5,Good initiative but awareness needs to be increased.,Chennai,61+,Male,Professional,Doctorate,Low,Urban,5,4,2,2028-10-28,Phone
Climate Resilient Agriculture Scheme,Agriculture,2839,1,4,1,5,The scheme has significantly helped in accessing healthcare facilities.,Salem,51-60,Male,Student,Graduate,Low,Rural,5,1,3,2028-10-29,Online
Organic Farming Mission,Agriculture,2350,2,1,1,1,Satisfied with the welfare program; could improve ease of access.,Madurai,51-60,Male,Unemployed,Doctorate,Medium,Urban,3,4,3,2028-10-30,Phone
Pensión de Viudedad,Healthcare,3570,4,4,4,1,The agricultural scheme provided necessary aid in tough times.,Trichy,51-60,Female,Unemployed,Graduate,Medium,Urban,5,5,3,2028-10-31,Online
Wage Protection Scheme,Women Empowerment,1743,4,3,5,3,The agricultural scheme provided necessary aid in tough times.,Coimbatore,31-40,Female,Student,Postgraduate,Medium,Urban,2,5,1,2028-11-01,Online
Amma Free Clinics,Healthcare,4782,2,4,5,3,Good initiative but awareness needs to be increased.,Trichy,18-30,Other,Professional,Graduate,Medium,Urban,2,3,2,2028-11-02,Online
Free Sanitary Napkin Scheme,Women Empowerment,379,1,4,5,1,Satisfied with the welfare program; could improve ease of access.,Coimbatore,41-50,Female,Unemployed,Graduate,Low,Urban,3,4,1,2028-11-03,Online
Kalaignar Health Insurance,Women Empowerment,129,1,1,3,1,The women empowerment scheme needs more promotion in rural areas.,Trichy,51-60,Male,Student,Postgraduate,Low,Rural,4,5,2,2028-11-04,Online
Tamil Nadu Startup and Innovation Mission,Social Welfare,3296,3,4,3,4,The scheme has significantly helped in accessing healthcare facilities.,Trichy,41-50,Other,Professional,Graduate,Medium,Urban,1,3,5,2028-11-05,Online
Uzhavar Naal Scheme,Social Welfare,4021,4,2,5,4,Satisfied with the welfare program; could improve ease of access.,Chennai,61+,Female,Professional,Graduate,High,Rural,2,5,2,2028-11-06,Online
Organic Farming Mission,Women Empowerment,1714,2,2,2,1,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,41-50,Female,Professional,Graduate,High,Urban,2,5,4,2028-11-07,In-person
Free Laptop Scheme,Women Empowerment,3204,2,3,1,4,Good initiative but awareness needs to be increased.,Chennai,31-40,Male,Professional,Postgraduate,Low,Urban,3,4,4,2028-11-08,In-person
Wage Protection Scheme,Women Empowerment,454,2,1,4,5,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,18-30,Male,Unemployed,High School,Low,Rural,1,1,1,2028-11-09,Online
Uzhavar Naal Scheme,Agriculture,3962,4,3,3,3,The scheme has significantly helped in accessing healthcare facilities.,Salem,31-40,Other,Business,High School,High,Rural,2,5,5,2028-11-10,Phone
Free Sanitary Napkin Scheme,Women Empowerment,574,5,4,4,2,The scheme has significantly helped in accessing healthcare facilities.,Chennai,41-50,Female,Unemployed,Graduate,Medium,Urban,3,2,3,2028-11-11,Online
Climate Resilient Agriculture Scheme,Social Welfare,570,2,1,5,5,Satisfied with the welfare program; could improve ease of access.,Trichy,18-30,Other,Student,Postgraduate,Medium,Urban,5,5,2,2028-11-12,Phone
Uzhavar Naal Scheme,Women Empowerment,3102,2,5,5,2,The women empowerment scheme needs more promotion in rural areas.,Chennai,31-40,Male,Business,Graduate,Medium,Urban,2,3,3,2028-11-13,Phone
Wage Protection Scheme,Education,3055,5,1,1,3,The agricultural scheme provided necessary aid in tough times.,Coimbatore,31-40,Other,Business,Postgraduate,Medium,Urban,3,4,5,2028-11-14,In-person
Organic Farming Mission,Women Empowerment,3452,2,4,3,5,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,61+,Female,Professional,Postgraduate,Medium,Rural,1,5,4,2028-11-15,In-person
Pensión de Viudedad,Healthcare,2987,4,2,1,1,The agricultural scheme provided necessary aid in tough times.,Madurai,61+,Female,Professional,Postgraduate,High,Urban,3,1,2,2028-11-16,Online
Free Sanitary Napkin Scheme,Agriculture,432,5,4,2,3,The education scheme needs improvement in terms of infrastructure.,Chennai,18-30,Female,Professional,Graduate,Low,Rural,2,3,3,2028-11-17,In-person
Wage Protection Scheme,Education,2244,3,2,4,5,Good initiative but awareness needs to be increased.,Coimbatore,61+,Male,Professional,Postgraduate,Medium,Urban,2,2,1,2028-11-18,In-person
Wage Protection Scheme,Education,1115,5,1,3,1,The education scheme needs improvement in terms of infrastructure.,Chennai,51-60,Female,Unemployed,Doctorate,High,Urban,2,4,1,2028-11-19,Online
Makkalai Thedi Maruthuvam,Women Empowerment,4065,1,4,4,3,Good initiative but awareness needs to be increased.,Coimbatore,41-50,Female,Professional,Graduate,Medium,Rural,1,3,4,2028-11-20,Online
Organic Farming Mission,Healthcare,3560,3,3,3,3,Good initiative but awareness needs to be increased.,Chennai,18-30,Male,Professional,Graduate,Low,Rural,3,4,5,2028-11-21,In-person
Free Laptop Scheme,Social Welfare,3925,2,1,3,1,The education scheme needs improvement in terms of infrastructure.,Madurai,41-50,Female,Unemployed,Postgraduate,Medium,Urban,1,4,4,2028-11-22,Online
Pensión de Viudedad,Education,804,2,4,1,5,Good initiative but awareness needs to be increased.,Coimbatore,41-50,Female,Business,Doctorate,Low,Rural,3,2,1,2028-11-23,In-person
Tamil Nadu Startup and Innovation Mission,Women Empowerment,4983,4,1,5,1,Good initiative but awareness needs to be increased.,Coimbatore,51-60,Female,Unemployed,Doctorate,Low,Urban,3,5,5,2028-11-24,Phone
Organic Farming Mission,Education,1921,2,1,2,1,The women empowerment scheme needs more promotion in rural areas.,Madurai,18-30,Other,Professional,Graduate,Medium,Urban,2,5,1,2028-11-25,Online
Makkalai Thedi Maruthuvam,Education,2965,1,4,5,1,Good initiative but awareness needs to be increased.,Chennai,41-50,Male,Unemployed,Postgraduate,Low,Rural,5,1,5,2028-11-26,In-person
Wage Protection Scheme,Education,977,3,1,4,4,The scheme has significantly helped in accessing healthcare facilities.,Trichy,51-60,Female,Homemaker,Graduate,Medium,Urban,2,2,1,2028-11-27,In-person
Organic Farming Mission,Education,1354,4,5,3,2,The agricultural scheme provided necessary aid in tough times.,Salem,41-50,Other,Homemaker,Graduate,High,Rural,1,5,5,2028-11-28,Online
Organic Farming Mission,Women Empowerment,504,1,4,2,5,The education scheme needs improvement in terms of infrastructure.,Coimbatore,31-40,Female,Business,Graduate,Medium,Urban,1,4,1,2028-11-29,In-person
Uzhavar Naal Scheme,Women Empowerment,613,3,5,5,2,The women empowerment scheme needs more promotion in rural areas.,Salem,51-60,Male,Homemaker,Graduate,High,Rural,2,4,2,2028-11-30,In-person
Wage Protection Scheme,Social Welfare,4879,4,2,3,4,Good initiative but awareness needs to be increased.,Coimbatore,61+,Female,Homemaker,Doctorate,Low,Urban,4,3,3,2028-12-01,Phone
Kalaignar Health Insurance,Healthcare,4063,5,1,4,3,The scheme has significantly helped in accessing healthcare facilities.,Trichy,18-30,Other,Unemployed,High School,High,Urban,2,5,3,2028-12-02,Online
Wage Protection Scheme,Social Welfare,4468,2,2,2,4,The women empowerment scheme needs more promotion in rural areas.,Trichy,18-30,Female,Professional,Doctorate,Medium,Urban,3,3,4,2028-12-03,Phone
Makkalai Thedi Maruthuvam,Education,2550,2,2,1,4,Good initiative but awareness needs to be increased.,Trichy,51-60,Female,Student,Graduate,Low,Urban,4,4,5,2028-12-04,Online
Uzhavar Naal Scheme,Education,1659,1,2,3,1,The education scheme needs improvement in terms of infrastructure.,Chennai,31-40,Male,Business,Postgraduate,Low,Urban,5,1,4,2028-12-05,Phone
Organic Farming Mission,Education,2808,2,1,5,2,The education scheme needs improvement in terms of infrastructure.,Chennai,31-40,Female,Business,Postgraduate,Low,Urban,1,1,4,2028-12-06,Phone
Wage Protection Scheme,Education,4576,4,2,4,1,The agricultural scheme provided necessary aid in tough times.,Chennai,51-60,Other,Unemployed,Postgraduate,Low,Rural,5,1,3,2028-12-07,In-person
Ennum Ezhuthum,Education,1353,3,2,1,5,The scheme has significantly helped in accessing healthcare facilities.,Chennai,61+,Male,Unemployed,Postgraduate,Low,Rural,3,1,2,2028-12-08,Online
Wage Protection Scheme,Healthcare,1224,3,4,5,2,The education scheme needs improvement in terms of infrastructure.,Coimbatore,51-60,Female,Professional,Doctorate,Low,Urban,2,4,2,2028-12-09,Online
Free DTH Scheme,Agriculture,4297,3,2,2,5,The scheme has significantly helped in accessing healthcare facilities.,Chennai,31-40,Male,Professional,High School,Medium,Rural,1,5,1,2028-12-10,Phone
Nehru Trophy for School Education,Healthcare,4688,3,3,1,3,The women empowerment scheme needs more promotion in rural areas.,Madurai,31-40,Female,Professional,Postgraduate,Low,Urban,1,2,1,2028-12-11,Online
Free Laptop Scheme,Agriculture,3267,3,1,4,2,The agricultural scheme provided necessary aid in tough times.,Chennai,51-60,Female,Professional,Postgraduate,Low,Urban,5,3,1,2028-12-12,In-person
Organic Farming Mission,Education,4474,2,4,3,2,Good initiative but awareness needs to be increased.,Chennai,41-50,Male,Professional,Postgraduate,Low,Urban,2,3,4,2028-12-13,Phone
Organic Farming Mission,Social Welfare,3783,3,5,4,4,Good initiative but awareness needs to be increased.,Chennai,41-50,Female,Professional,High School,Low,Rural,1,2,3,2028-12-14,Online
Organic Farming Mission,Education,4224,1,3,3,5,The women empowerment scheme needs more promotion in rural areas.,Salem,41-50,Other,Business,Graduate,Low,Urban,2,2,2,2028-12-15,Phone
Uzhavar Naal Scheme,Agriculture,3208,2,5,5,2,Satisfied with the welfare program; could improve ease of access.,Chennai,51-60,Male,Professional,Postgraduate,Low,Rural,2,1,2,2028-12-16,Online
Organic Farming Mission,Healthcare,4882,3,3,4,4,The agricultural scheme provided necessary aid in tough times.,Madurai,31-40,Other,Student,High School,Low,Urban,5,2,5,2028-12-17,In-person
Uzhavar Naal Scheme,Women Empowerment,4352,4,4,4,1,The education scheme needs improvement in terms of infrastructure.,Trichy,18-30,Male,Business,Doctorate,Medium,Rural,2,1,2,2028-12-18,In-person
Kalaignar Health Insurance,Education,1385,5,3,4,2,Good initiative but awareness needs to be increased.,Chennai,41-50,Male,Student,Postgraduate,Low,Urban,2,2,2,2028-12-19,Online
Wage Protection Scheme,Social Welfare,786,3,1,5,4,The scheme has significantly helped in accessing healthcare facilities.,Chennai,31-40,Female,Professional,High School,Low,Rural,2,3,4,2028-12-20,Phone
Wage Protection Scheme,Social Welfare,2667,3,1,4,1,Satisfied with the welfare program; could improve ease of access.,Coimbatore,41-50,Male,Business,High School,Low,Rural,3,5,3,2028-12-21,Phone
Uzhavar Naal Scheme,Agriculture,457,2,1,3,3,Good initiative but awareness needs to be increased.,Coimbatore,61+,Other,Unemployed,Graduate,Low,Rural,2,3,3,2028-12-22,Phone
Free DTH Scheme,Women Empowerment,4863,2,3,5,4,Satisfied with the welfare program; could improve ease of access.,Coimbatore,18-30,Male,Unemployed,High School,Low,Rural,1,4,3,2028-12-23,In-person
Organic Farming Mission,Healthcare,192,5,4,4,5,The agricultural scheme provided necessary aid in tough times.,Chennai,41-50,Other,Unemployed,Postgraduate,Low,Rural,5,3,1,2028-12-24,In-person
Free Laptop Scheme,Women Empowerment,3682,1,2,1,1,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,51-60,Other,Student,Doctorate,Medium,Urban,3,4,4,2028-12-25,Online
Uzhavar Naal Scheme,Education,4211,1,4,3,1,Good initiative but awareness needs to be increased.,Chennai,31-40,Female,Homemaker,Postgraduate,High,Urban,5,1,1,2028-12-26,Phone
Free DTH Scheme,Healthcare,3459,1,4,2,4,The women empowerment scheme needs more promotion in rural areas.,Trichy,41-50,Female,Unemployed,High School,Low,Urban,5,5,3,2028-12-27,Phone
Tamil Nadu Startup and Innovation Mission,Education,3518,3,5,3,4,Good initiative but awareness needs to be increased.,Coimbatore,31-40,Other,Student,High School,Medium,Urban,5,3,4,2028-12-28,Phone
Free Laptop Scheme,Education,2808,2,4,1,5,Good initiative but awareness needs to be increased.,Trichy,18-30,Female,Student,High School,Low,Urban,3,5,5,2028-12-29,In-person
Wage Protection Scheme,Women Empowerment,690,3,2,1,1,The agricultural scheme provided necessary aid in tough times.,Chennai,31-40,Female,Business,Doctorate,High,Rural,5,4,3,2028-12-30,In-person
Organic Farming Mission,Women Empowerment,3251,2,3,4,3,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,51-60,Female,Professional,Doctorate,Low,Urban,5,3,5,2028-12-31,Phone
Organic Farming Mission,Agriculture,3208,5,3,5,2,Satisfied with the welfare program; could improve ease of access.,Coimbatore,41-50,Female,Professional,Graduate,Medium,Urban,4,5,3,2029-01-01,In-person
Wage Protection Scheme,Education,270,1,2,2,5,Satisfied with the welfare program; could improve ease of access.,Trichy,51-60,Other,Unemployed,High School,Low,Rural,3,2,5,2029-01-02,Phone
Wage Protection Scheme,Education,801,1,3,3,1,The education scheme needs improvement in terms of infrastructure.,Chennai,31-40,Female,Professional,Doctorate,Low,Urban,5,1,4,2029-01-03,In-person
Organic Farming Mission,Women Empowerment,275,2,1,3,5,Satisfied with the welfare program; could improve ease of access.,Salem,51-60,Female,Business,Graduate,Low,Urban,2,4,4,2029-01-04,Online
Free Sanitary Napkin Scheme,Women Empowerment,3661,4,3,4,4,The women empowerment scheme needs more promotion in rural areas.,Trichy,61+,Female,Business,Doctorate,Medium,Urban,2,2,5,2029-01-05,Phone
Organic Farming Mission,Healthcare,1604,2,1,1,2,Good initiative but awareness needs to be increased.,Madurai,31-40,Female,Student,High School,Low,Urban,4,1,3,2029-01-06,In-person
