Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Free Sanitary Napkin Scheme,Infrastructure,1002,5,1,3,3,The scheme has positively impacted education opportunities for children.,Salem,46-60,Female,Business,High School,Upper-Middle,Urban,2,4,1,2023-08-15 13:08:09.059,Online
Ennum Ezhuthum,Health,3988,3,4,4,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Under 18,Male,Unemployed,High School,Middle,Rural,3,4,3,2023-03-07 13:08:09.060,In-person
Climate Resilient Agriculture Scheme,Health,258,3,2,3,1,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,18-30,Male,Student,Graduate,Low,Rural,4,2,4,2023-05-04 13:08:09.060,In-person
Naan Mudhalvan Scheme,Employment,2077,2,4,2,4,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Male,Unemployed,Postgraduate,High,Urban,2,2,2,2023-11-11 13:08:09.060,Phone
Pensión de Viudedad,Infrastructure,1056,5,2,5,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Under 18,Female,Business,High School,High,Rural,1,2,4,2023-05-13 13:08:09.060,Online
Amma Free Clinics,Infrastructure,2171,1,2,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Above 60,Male,Business,Postgraduate,Low,Urban,3,2,4,2023-06-13 13:08:09.060,Phone
Amma Unavagam Scheme,Infrastructure,503,1,4,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Female,Student,Graduate,Low,Urban,2,5,5,2023-06-18 13:08:09.060,Online
Ennum Ezhuthum,Health,4711,3,5,1,1,The scheme has significantly improved healthcare access in our area.,Coimbatore,31-45,Female,Student,Graduate,High,Rural,4,5,5,2023-05-09 13:08:09.060,Phone
Organic Farming Mission,Education,2879,3,4,3,3,This initiative has boosted employment prospects for many in our community.,Coimbatore,31-45,Female,Student,Primary School,High,Urban,1,3,3,2023-04-06 13:08:09.060,In-person
Free Laptop Scheme for College Students,Health,1487,4,2,1,1,The scheme has positively impacted education opportunities for children.,Salem,31-45,Other,Business,Primary School,Lower-Middle,Urban,3,3,2,2022-12-13 13:08:09.060,Phone
Naan Mudhalvan Scheme,Employment,3553,5,3,4,1,The scheme has significantly improved healthcare access in our area.,Madurai,31-45,Male,Business,High School,Upper-Middle,Urban,5,3,5,2023-12-06 13:08:09.060,Online
Uzhavar Naal Scheme,Employment,1055,3,3,2,3,This initiative has boosted employment prospects for many in our community.,Coimbatore,Above 60,Male,Unemployed,Postgraduate,High,Rural,4,4,3,2023-01-07 13:08:09.060,Phone
Organic Farming Mission,Infrastructure,1812,4,1,3,3,This initiative has boosted employment prospects for many in our community.,Madurai,Above 60,Female,Homemaker,High School,Lower-Middle,Urban,5,2,1,2023-04-14 13:08:09.060,Online
Kalaignar's Wage Protection Scheme,Employment,4803,5,3,1,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Under 18,Female,Service,Doctorate,Middle,Rural,5,5,4,2023-11-27 13:08:09.060,Phone
Free Sanitary Napkin Scheme,Infrastructure,1373,1,5,3,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Female,Unemployed,High School,Upper-Middle,Rural,3,5,2,2023-08-06 13:08:09.060,Online
Ennum Ezhuthum,Health,3911,4,2,5,2,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Male,Student,Graduate,Upper-Middle,Urban,3,2,2,2023-11-25 13:08:09.060,Online
Kalaignar's Comprehensive Health Insurance Scheme,Employment,2725,5,4,2,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Female,Homemaker,Primary School,High,Rural,3,3,3,2023-08-06 13:08:09.060,Phone
Amma Free Clinics,Employment,2482,4,4,3,4,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Other,Business,Postgraduate,Low,Urban,5,4,5,2023-09-14 13:08:09.060,In-person
Makkalai Thedi Maruthuvam,Infrastructure,1541,3,5,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Male,Unemployed,Postgraduate,Lower-Middle,Urban,1,5,4,2023-11-17 13:08:09.060,Phone
Free Laptop Scheme for College Students,Infrastructure,3079,2,3,5,3,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Female,Business,Graduate,Low,Urban,3,1,4,2023-03-07 13:08:09.060,Phone
Naan Mudhalvan Scheme,Employment,1897,1,2,5,3,"Overall satisfied, but improvements can be made in ease of access.",Salem,31-45,Male,Unemployed,Primary School,Low,Rural,4,4,2,2023-05-04 13:08:09.060,Phone
Uzhavar Naal Scheme,Health,4490,3,3,1,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Male,Homemaker,Graduate,Upper-Middle,Urban,3,4,2,2023-09-27 13:08:09.060,Phone
Transgender Welfare Board,Health,4109,3,1,4,3,The scheme has positively impacted education opportunities for children.,Salem,46-60,Female,Service,Primary School,High,Urban,3,3,4,2023-10-21 13:08:09.060,In-person
Amma Free Clinics,Infrastructure,4950,5,3,1,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,31-45,Other,Business,Doctorate,Upper-Middle,Urban,3,2,1,2023-05-12 13:08:09.060,Online
Naan Mudhalvan Scheme,Infrastructure,1494,4,1,2,5,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Male,Unemployed,Graduate,Lower-Middle,Urban,5,1,3,2023-02-13 13:08:09.060,Online
Pensión de Viudedad,Employment,4381,1,4,1,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Above 60,Female,Unemployed,Doctorate,High,Rural,1,3,1,2023-04-17 13:08:09.060,Phone
Ennum Ezhuthum,Employment,1369,3,2,3,2,This initiative has boosted employment prospects for many in our community.,Chennai,46-60,Female,Homemaker,Postgraduate,Middle,Rural,3,2,5,2023-07-06 13:08:09.060,Online
Tamil Nadu Startup and Innovation Mission,Health,4832,5,1,1,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,46-60,Other,Unemployed,High School,Middle,Urban,5,1,1,2023-10-23 13:08:09.060,Online
Amma Free Clinics,Education,3814,1,3,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,31-45,Female,Service,Primary School,Low,Rural,4,5,1,2023-02-13 13:08:09.060,In-person
Uzhavar Naal Scheme,Infrastructure,629,4,3,4,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,46-60,Male,Business,Graduate,Lower-Middle,Rural,1,1,5,2023-08-17 13:08:09.060,Phone
Transgender Welfare Board,Health,3723,3,4,2,5,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Male,Unemployed,Primary School,High,Rural,5,3,3,2023-02-04 13:08:09.060,Phone
Free Sanitary Napkin Scheme,Infrastructure,3058,3,5,5,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Male,Homemaker,Graduate,Lower-Middle,Urban,2,1,4,2022-12-17 13:08:09.060,In-person
Climate Resilient Agriculture Scheme,Health,3014,3,5,4,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,31-45,Female,Unemployed,Postgraduate,Middle,Urban,4,1,1,2023-05-10 13:08:09.060,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Employment,4989,1,3,2,5,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Male,Student,Doctorate,Upper-Middle,Urban,4,1,3,2023-02-08 13:08:09.060,Online
Green Tamil Nadu Mission,Health,3691,1,5,4,1,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Other,Homemaker,Primary School,Lower-Middle,Urban,2,5,5,2023-10-16 13:08:09.060,In-person
Tamil Nadu Startup and Innovation Mission,Health,2247,1,2,4,5,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Under 18,Female,Student,Doctorate,Lower-Middle,Urban,5,2,3,2023-05-02 13:08:09.060,Online
Climate Resilient Agriculture Scheme,Infrastructure,4673,1,5,5,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Other,Service,High School,Lower-Middle,Rural,5,1,1,2023-01-08 13:08:09.060,Online
Pensión de Viudedad,Infrastructure,3469,5,2,3,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Male,Unemployed,Primary School,Upper-Middle,Urban,4,4,4,2023-03-23 13:08:09.060,Online
Tamil Nadu Startup and Innovation Mission,Education,1039,2,3,2,5,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Other,Student,Postgraduate,Upper-Middle,Rural,5,3,5,2023-02-06 13:08:09.060,Online
Amma Unavagam Scheme,Infrastructure,625,5,3,4,5,This initiative has boosted employment prospects for many in our community.,Salem,31-45,Female,Business,Graduate,Lower-Middle,Rural,2,4,5,2023-11-05 13:08:09.060,Online
Climate Resilient Agriculture Scheme,Health,101,3,3,4,1,This initiative has boosted employment prospects for many in our community.,Salem,Under 18,Male,Student,High School,Lower-Middle,Rural,5,2,1,2023-11-20 13:08:09.060,Online
Uzhavar Naal Scheme,Employment,474,5,4,1,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,46-60,Male,Unemployed,Postgraduate,Lower-Middle,Urban,4,3,3,2023-12-04 13:08:09.060,In-person
Amma Unavagam Scheme,Employment,2440,4,5,3,1,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Other,Student,Doctorate,Low,Urban,5,2,4,2023-03-24 13:08:09.060,Phone
Uzhavar Naal Scheme,Health,4105,1,1,5,2,"Overall satisfied, but improvements can be made in ease of access.",Salem,31-45,Female,Service,Graduate,Low,Rural,1,3,5,2023-02-09 13:08:09.060,In-person
Free DTH Scheme,Education,3152,4,1,2,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,31-45,Female,Homemaker,Graduate,Lower-Middle,Rural,2,4,1,2023-05-21 13:08:09.060,Phone
Nehru Trophy for Excellence in School Education,Employment,4748,4,3,4,2,This initiative has boosted employment prospects for many in our community.,Chennai,Under 18,Male,Service,High School,Low,Rural,2,4,1,2023-09-03 13:08:09.060,Online
Naan Mudhalvan Scheme,Infrastructure,2465,3,5,2,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,18-30,Female,Student,Graduate,Low,Urban,3,5,2,2022-12-28 13:08:09.060,Phone
Organic Farming Mission,Employment,1625,1,2,5,4,This initiative has boosted employment prospects for many in our community.,Coimbatore,18-30,Male,Unemployed,High School,Low,Urban,5,2,2,2023-02-09 13:08:09.060,Phone
Kalaignar's Wage Protection Scheme,Health,4576,4,1,3,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Under 18,Male,Business,Postgraduate,Lower-Middle,Rural,2,4,3,2023-03-12 13:08:09.060,Phone
Green Tamil Nadu Mission,Employment,1746,3,3,1,3,The scheme has positively impacted education opportunities for children.,Tirunelveli,Under 18,Male,Business,Graduate,Upper-Middle,Urban,5,3,1,2023-01-27 13:08:09.060,In-person
Naan Mudhalvan Scheme,Employment,113,1,1,3,1,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Female,Business,High School,Upper-Middle,Rural,1,1,3,2023-07-01 13:08:09.061,Online
Free DTH Scheme,Infrastructure,4699,2,1,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Other,Student,Graduate,Upper-Middle,Rural,4,1,3,2022-12-27 13:08:09.061,In-person
Kalaignar's Wage Protection Scheme,Health,2378,3,1,2,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Under 18,Other,Homemaker,Doctorate,High,Rural,4,1,4,2023-12-03 13:08:09.061,Online
Uzhavar Naal Scheme,Infrastructure,3255,5,3,3,2,The scheme has positively impacted education opportunities for children.,Salem,46-60,Other,Unemployed,Postgraduate,High,Rural,3,5,2,2023-01-20 13:08:09.061,In-person
Transgender Welfare Board,Education,229,1,3,3,3,This initiative has boosted employment prospects for many in our community.,Coimbatore,Under 18,Male,Service,Graduate,Low,Rural,3,4,3,2023-06-08 13:08:09.061,In-person
Makkalai Thedi Maruthuvam,Infrastructure,3914,4,4,3,3,"Overall satisfied, but improvements can be made in ease of access.",Chennai,18-30,Female,Service,Primary School,Low,Rural,2,2,4,2023-08-12 13:08:09.061,Online
Climate Resilient Agriculture Scheme,Education,3316,4,4,5,3,The scheme has positively impacted education opportunities for children.,Chennai,31-45,Other,Business,Doctorate,High,Urban,2,2,4,2023-11-27 13:08:09.061,Online
Organic Farming Mission,Health,3038,5,4,2,3,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Male,Homemaker,Primary School,Upper-Middle,Urban,2,5,2,2023-06-01 13:08:09.061,Online
Free DTH Scheme,Infrastructure,4028,5,1,1,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Male,Service,Doctorate,Low,Urban,1,3,2,2023-06-25 13:08:09.061,Phone
Tamil Nadu Startup and Innovation Mission,Health,2140,4,5,3,3,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Above 60,Male,Service,Doctorate,Upper-Middle,Urban,3,4,1,2023-10-03 13:08:09.061,In-person
Free DTH Scheme,Education,127,1,3,2,5,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Other,Homemaker,High School,High,Rural,3,4,3,2022-12-21 13:08:09.061,Online
Amma Free Clinics,Employment,2213,3,4,5,5,The scheme has significantly improved healthcare access in our area.,Chennai,Above 60,Female,Homemaker,High School,Upper-Middle,Rural,4,3,4,2023-10-10 13:08:09.061,In-person
Kalaignar's Wage Protection Scheme,Health,1352,5,5,5,2,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Above 60,Male,Homemaker,Postgraduate,Low,Rural,3,3,1,2023-09-27 13:08:09.061,Phone
Green Tamil Nadu Mission,Health,4456,5,4,2,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,18-30,Female,Homemaker,Postgraduate,Middle,Urban,3,4,3,2023-05-14 13:08:09.061,In-person
Uzhavar Naal Scheme,Education,2146,5,4,1,3,The scheme has positively impacted education opportunities for children.,Madurai,18-30,Female,Service,Postgraduate,Low,Urban,1,4,3,2023-03-11 13:08:09.061,In-person
Free Sanitary Napkin Scheme,Health,4655,2,5,2,2,The scheme has significantly improved healthcare access in our area.,Coimbatore,46-60,Other,Service,Primary School,Middle,Urban,2,1,1,2023-10-08 13:08:09.061,Online
Nehru Trophy for Excellence in School Education,Education,4123,1,4,2,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Other,Business,High School,High,Rural,1,2,4,2023-11-04 13:08:09.061,In-person
Nehru Trophy for Excellence in School Education,Education,4496,1,1,4,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Male,Business,High School,Lower-Middle,Urban,5,1,1,2023-04-03 13:08:09.061,Phone
Free DTH Scheme,Health,3474,1,1,5,4,The scheme has positively impacted education opportunities for children.,Madurai,46-60,Male,Homemaker,Graduate,Lower-Middle,Urban,4,1,3,2023-04-09 13:08:09.061,In-person
Makkalai Thedi Maruthuvam,Health,3566,1,1,1,5,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Female,Business,Doctorate,Lower-Middle,Urban,4,2,1,2023-09-30 13:08:09.061,Online
Climate Resilient Agriculture Scheme,Infrastructure,3181,1,2,4,1,The scheme has positively impacted education opportunities for children.,Tirunelveli,31-45,Other,Business,Graduate,High,Rural,4,5,1,2023-09-10 13:08:09.061,Online
Uzhavar Naal Scheme,Employment,3878,4,4,2,5,The scheme has significantly improved healthcare access in our area.,Chennai,18-30,Other,Service,Graduate,Lower-Middle,Urban,2,5,3,2023-07-15 13:08:09.061,Phone
Free DTH Scheme,Education,729,5,2,5,1,The scheme has positively impacted education opportunities for children.,Coimbatore,31-45,Female,Unemployed,Graduate,Lower-Middle,Urban,2,5,2,2023-05-25 13:08:09.061,Phone
Amma Unavagam Scheme,Infrastructure,369,4,3,4,2,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,46-60,Male,Unemployed,Doctorate,High,Rural,2,5,4,2023-07-12 13:08:09.061,In-person
Transgender Welfare Board,Employment,2739,2,5,4,5,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Above 60,Other,Unemployed,Graduate,High,Rural,4,3,3,2023-02-07 13:08:09.061,In-person
Ennum Ezhuthum,Employment,2093,3,3,1,4,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Above 60,Male,Service,High School,Lower-Middle,Urban,4,1,2,2023-08-01 13:08:09.061,Online
Makkalai Thedi Maruthuvam,Health,2991,5,2,2,5,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Other,Unemployed,High School,Low,Rural,4,3,1,2023-08-15 13:08:09.061,Online
Nehru Trophy for Excellence in School Education,Employment,3532,2,1,1,5,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Male,Student,Doctorate,High,Urban,5,3,2,2023-06-04 13:08:09.061,Phone
Transgender Welfare Board,Health,1380,4,4,4,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Male,Student,Graduate,Lower-Middle,Urban,5,2,3,2023-06-13 13:08:09.061,Online
Amma Unavagam Scheme,Health,2460,3,4,4,3,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Under 18,Male,Student,Doctorate,Low,Urban,4,5,3,2023-05-25 13:08:09.061,Online
Free DTH Scheme,Health,675,2,1,1,5,The scheme has positively impacted education opportunities for children.,Madurai,Under 18,Male,Business,Primary School,Low,Urban,2,4,1,2023-05-05 13:08:09.061,In-person
Ennum Ezhuthum,Employment,1407,3,4,4,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,31-45,Male,Business,Postgraduate,High,Urban,2,5,3,2023-12-11 13:08:09.061,In-person
Free DTH Scheme,Employment,3292,2,5,3,4,"Overall satisfied, but improvements can be made in ease of access.",Chennai,31-45,Other,Homemaker,Graduate,Low,Urban,5,1,5,2023-01-20 13:08:09.061,Online
Makkalai Thedi Maruthuvam,Education,3278,4,5,5,1,This initiative has boosted employment prospects for many in our community.,Salem,31-45,Female,Student,High School,Lower-Middle,Urban,5,3,2,2022-12-12 13:08:09.061,Online
Organic Farming Mission,Education,2834,3,5,2,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Female,Homemaker,Doctorate,Low,Rural,4,1,5,2023-10-01 13:08:09.061,In-person
Pensión de Viudedad,Employment,2312,2,3,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,31-45,Female,Student,High School,Upper-Middle,Urban,4,3,5,2023-05-30 13:08:09.061,In-person
Free Sanitary Napkin Scheme,Employment,2452,4,1,2,2,This initiative has boosted employment prospects for many in our community.,Salem,18-30,Male,Student,Graduate,Upper-Middle,Rural,2,3,2,2023-06-03 13:08:09.061,In-person
Amma Unavagam Scheme,Health,3668,5,5,4,5,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Under 18,Female,Homemaker,Primary School,Middle,Rural,3,3,3,2023-03-10 13:08:09.061,Online
Transgender Welfare Board,Employment,1755,4,2,1,2,The scheme has significantly improved healthcare access in our area.,Chennai,Under 18,Male,Homemaker,Doctorate,Upper-Middle,Urban,2,4,2,2023-06-14 13:08:09.061,In-person
Free DTH Scheme,Education,1679,4,5,1,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,31-45,Male,Student,Primary School,High,Rural,2,5,1,2023-11-17 13:08:09.061,Phone
Kalaignar's Wage Protection Scheme,Health,2303,5,3,4,2,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,18-30,Male,Student,Primary School,Lower-Middle,Urban,4,3,5,2023-07-10 13:08:09.061,Phone
Tamil Nadu Startup and Innovation Mission,Employment,1490,4,2,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,18-30,Male,Unemployed,High School,Lower-Middle,Rural,3,2,5,2023-12-06 13:08:09.061,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Education,1842,5,1,4,3,The scheme has significantly improved healthcare access in our area.,Madurai,Above 60,Other,Unemployed,Postgraduate,High,Rural,3,3,3,2023-02-14 13:08:09.061,Online
Tamil Nadu Startup and Innovation Mission,Education,2025,5,1,2,2,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Above 60,Male,Homemaker,Doctorate,Lower-Middle,Urban,4,5,2,2023-07-21 13:08:09.061,Online
Ennum Ezhuthum,Education,719,5,5,4,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Other,Service,Graduate,High,Urban,1,5,4,2023-09-23 13:08:09.061,Online
Kalaignar's Wage Protection Scheme,Infrastructure,1374,2,2,4,2,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Male,Unemployed,Postgraduate,Low,Urban,4,4,3,2023-05-07 13:08:09.061,Online
Naan Mudhalvan Scheme,Employment,1056,3,2,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,31-45,Other,Unemployed,Postgraduate,Lower-Middle,Rural,5,3,3,2023-07-03 13:08:09.061,Phone
Kalaignar's Comprehensive Health Insurance Scheme,Education,2039,2,5,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Other,Unemployed,Postgraduate,Low,Urban,3,2,3,2023-10-22 13:08:09.061,Phone
Free Sanitary Napkin Scheme,Infrastructure,4053,5,5,2,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Under 18,Male,Unemployed,Primary School,Lower-Middle,Urban,4,4,2,2023-01-01 13:08:09.061,In-person
Ennum Ezhuthum,Infrastructure,2481,3,4,4,4,The scheme has significantly improved healthcare access in our area.,Coimbatore,18-30,Other,Homemaker,Postgraduate,Middle,Urban,2,4,3,2023-10-28 13:08:09.061,In-person
Organic Farming Mission,Infrastructure,1068,3,4,5,1,The scheme has positively impacted education opportunities for children.,Madurai,46-60,Male,Business,Doctorate,Lower-Middle,Urban,2,3,1,2023-04-21 13:08:09.061,Online
Free Laptop Scheme for College Students,Education,1416,5,5,5,5,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Under 18,Other,Unemployed,Graduate,Middle,Urban,2,3,1,2023-02-24 13:08:09.061,In-person
Amma Free Clinics,Education,1143,3,3,1,4,The scheme has significantly improved healthcare access in our area.,Coimbatore,31-45,Other,Service,Primary School,Lower-Middle,Urban,4,4,5,2023-07-10 13:08:09.061,In-person
Free Sanitary Napkin Scheme,Education,381,3,4,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Male,Unemployed,Postgraduate,Lower-Middle,Urban,1,4,5,2023-10-25 13:08:09.061,Phone
Amma Free Clinics,Employment,2944,2,5,1,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,31-45,Female,Service,High School,High,Urban,5,4,2,2023-12-10 13:08:09.061,In-person
Amma Unavagam Scheme,Infrastructure,1158,3,2,3,3,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Male,Service,Primary School,Middle,Rural,2,1,4,2023-10-09 13:08:09.061,In-person
Tamil Nadu Startup and Innovation Mission,Education,4393,5,4,1,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,31-45,Male,Unemployed,Primary School,Lower-Middle,Urban,4,4,5,2023-07-05 13:08:09.061,Online
Makkalai Thedi Maruthuvam,Employment,2632,1,3,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Male,Business,Graduate,Lower-Middle,Urban,1,5,5,2023-05-04 13:08:09.061,Phone
Naan Mudhalvan Scheme,Education,3928,1,1,4,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Under 18,Male,Student,Primary School,Lower-Middle,Rural,3,2,5,2023-10-09 13:08:09.061,In-person
Ennum Ezhuthum,Infrastructure,1108,1,2,2,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Female,Student,Doctorate,Low,Urban,3,2,5,2023-07-02 13:08:09.061,In-person
Makkalai Thedi Maruthuvam,Health,1329,5,3,4,5,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Other,Student,Postgraduate,Middle,Urban,5,3,3,2023-10-27 13:08:09.061,Phone
Climate Resilient Agriculture Scheme,Health,1135,1,3,5,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Male,Homemaker,Doctorate,Low,Urban,4,4,5,2023-08-08 13:08:09.061,Phone
Climate Resilient Agriculture Scheme,Employment,4685,2,3,2,2,The scheme has positively impacted education opportunities for children.,Coimbatore,18-30,Other,Unemployed,Postgraduate,High,Urban,4,2,2,2023-01-29 13:08:09.061,Phone
Nehru Trophy for Excellence in School Education,Infrastructure,375,5,2,3,4,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Other,Business,Graduate,Lower-Middle,Urban,2,2,3,2023-04-03 13:08:09.062,Online
Climate Resilient Agriculture Scheme,Employment,2840,5,3,3,1,The scheme has significantly improved healthcare access in our area.,Madurai,46-60,Male,Business,Graduate,Low,Urban,1,5,3,2023-04-30 13:08:09.062,Online
Makkalai Thedi Maruthuvam,Education,2389,5,1,5,3,The scheme has positively impacted education opportunities for children.,Chennai,Under 18,Other,Unemployed,Postgraduate,Low,Urban,5,5,2,2023-07-02 13:08:09.062,In-person
Free Laptop Scheme for College Students,Education,1339,3,4,2,3,The scheme has significantly improved healthcare access in our area.,Madurai,Above 60,Male,Business,High School,Low,Rural,1,1,4,2023-06-16 13:08:09.062,In-person
Organic Farming Mission,Education,225,3,2,4,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Under 18,Male,Service,High School,Upper-Middle,Rural,5,1,5,2022-12-17 13:08:09.062,In-person
Transgender Welfare Board,Education,4165,3,3,5,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Male,Unemployed,High School,Upper-Middle,Rural,4,2,1,2023-01-21 13:08:09.062,In-person
Tamil Nadu Startup and Innovation Mission,Education,4412,4,5,3,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Female,Unemployed,Primary School,High,Rural,4,3,4,2023-06-23 13:08:09.062,In-person
Free DTH Scheme,Education,3968,2,4,5,1,"Overall satisfied, but improvements can be made in ease of access.",Salem,31-45,Female,Homemaker,Postgraduate,High,Urban,5,2,5,2023-01-26 13:08:09.062,Phone
Pensión de Viudedad,Infrastructure,1308,5,2,4,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Under 18,Female,Business,Primary School,Upper-Middle,Rural,1,3,1,2023-10-11 13:08:09.062,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Health,3349,5,5,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Under 18,Male,Student,Graduate,Low,Urban,3,2,3,2023-07-30 13:08:09.062,Phone
Climate Resilient Agriculture Scheme,Health,1018,3,5,1,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,31-45,Male,Homemaker,Doctorate,High,Urban,3,5,3,2023-02-15 13:08:09.062,In-person
Free DTH Scheme,Infrastructure,4023,5,3,4,5,The scheme has significantly improved healthcare access in our area.,Coimbatore,Under 18,Male,Unemployed,Graduate,High,Urban,2,4,3,2023-03-31 13:08:09.062,Phone
Tamil Nadu Startup and Innovation Mission,Infrastructure,4503,5,2,2,5,This initiative has boosted employment prospects for many in our community.,Madurai,Under 18,Female,Homemaker,High School,Upper-Middle,Urban,2,2,5,2023-03-05 13:08:09.062,Phone
Free Sanitary Napkin Scheme,Education,2069,1,3,5,3,This initiative has boosted employment prospects for many in our community.,Salem,Above 60,Other,Student,High School,High,Rural,1,1,2,2023-09-13 13:08:09.062,Phone
Naan Mudhalvan Scheme,Education,2893,5,1,4,1,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Other,Business,Graduate,Upper-Middle,Urban,4,3,3,2023-10-26 13:08:09.062,In-person
